ObjektNr;BaustKanton;Kurzbeschreibung;BauartCode;Baubeginn;Bauende;GesuchVom;BewilligtAm;BaukostenVon;BaukostenBis;AnzGeb;AnzWhg;AnzEtagen;AnzUG;AnzPP;CRBCode01;CRBCode02;CRBCode03;CRBCode04;CRBCode05;CRBCode06;CRBCode07;CRBCode08;CRBCode09;CRBCode10
99920206;AG;Anbau eines Wintergartens;2; ; ;04.12.2006;24.01.2007;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99922737;AG;Erweiterung Einfamilienhaus                       ;2; ; ;04.01.2007; ;0.15;0.15;1;1;1;0;0;14;;;;;;;;;
99922743;AG;Abbruch eines Einfamilienhauses;5; ; ;04.01.2007; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99922745;AG;Ausbau Dachgeschoss bei Einfamilienhaus;3; ; ;04.01.2007; ;0.05;0.05;1;1;1;0;0;14;;;;;;;;;
99922748;AG;Verglasung eines Sitzplatzes;2; ; ;02.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99923652;AG;Einbau Zahnarztpraxis im AZ-Medienhaus;3; ; ;04.01.2007; ;0.6;0.6;1;0;1;0;0;82;;;;;;;;;
99923655;AG;Umbau Lagerhalle mit Deckeneinbau;3; ; ;05.01.2007; ;0.035;0.035;1;0;0;0;0;31;;;;;;;;;
99924170;AG;Verglasung eines Balkons;3; ; ;10.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99924173;AG;Neubau Einfamilienhaus mit freistehender Garage;1; ; ;10.01.2007; ;0.41;0.41;1;1;2;1;0;14;139;;;;;;;;
99925264;AG;Ausbau Dachgeschoss bei Einfamilienhaus;3; ; ;15.01.2007; ;0.09;0.09;1;1;1;0;0;14;;;;;;;;;
99925263;AG;Neubau Garage, Erweiterung Autoabstellplatz und Eingangsüberdachung     ;1; ; ;15.01.2007; ;0.06;0.06;1;0;0;0;0;139;;;;;;;;;
99924732;AG;Fassadensanierung bei Geschäftshaus;4; ; ;09.01.2007; ;0.055;0.055;1;0;0;0;0;38;;;;;;;;;
99924731;AG;Umbau Therapiebad;3; ; ;10.01.2007; ;1.165;1.165;1;0;0;0;0;86;;;;;;;;;
99924725;AG;Sanierung und Umbau Berufsschule                           ;3; ; ;19.01.2007; ;1.465;1.465;1;0;0;0;0;23;;;;;;;;;
99924407;AG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;08.01.2007; ;0.8;0.8;1;1;2;1;0;14;;;;;;;;;
99924406;AG;Anbau eines Wintergartens;2; ; ;10.01.2007; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99924175;AG;Umbau und Sanierung Einfamilienhaus, Neubau Carport;3; ; ;11.01.2007; ;0.2;0.2;1;1;1;0;0;14;174;;;;;;;;
99924174;AG;Abbruch Lagergebäude;5; ; ;08.01.2007; ;0.05;0.05;1;0;0;0;0;31;;;;;;;;;
99926436;AG;Neubau von 3 Mehrfamilienhäusern mit Einstellhalle;1; ; ;24.01.2007; ;6;6;3;17;3;1;0;12;127;131;;;;;;;
99926690;AG;Neubau Einfamilienhaus mit angebautem Geräteraum;1; ; ;23.01.2007; ;0.73;0.73;1;1;0;1;0;14;41;;;;;;;;
99926686;AG;Erweiterung Einfamilienhaus;2; ; ;23.01.2007; ;0.19;0.19;1;1;1;1;0;14;;;;;;;;;
99926685;AG;Umbau Einfamilienhaus mit Sitzplatzüberdachung;3; ; ;24.01.2007; ;0.24;0.24;1;1;0;0;0;14;;;;;;;;;
99925273;AG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;16.01.2007; ;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99925271;AG;Einbau Dachfenster bei Einfamilienhaus, Neue Abgasleitung;3; ; ;15.01.2007; ;0.03;0.03;1;1;0;0;0;14;323;;;;;;;;
99925270;AG;Neubau von Stützmauer;1; ; ;16.01.2007; ;0.07;0.07;0;0;0;0;0;431;;;;;;;;;
99925268;AG;Neubau von Wohn- und Gewerbgebäuden mit Tiefgarage;1; ; ;16.01.2007; ;8;8;3;20;4;1;0;12;38;131;;;;;;;
99925266;AG;Ausbau Dachstock bei Einfamilienhaus;3; ; ;17.01.2007; ;0.09;0.09;1;1;1;0;0;14;;;;;;;;;
99927510;AG;Abbruch Gewächshäuser ehem. Gärtnerei Lüthi;5; ; ;24.01.2007; ;0.03;0.03;1;0;0;0;0;128;;;;;;;;;
99926432;AG;Anbau eines Wintergartens;2; ; ;24.01.2007; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99926431;AG;Einbau Lukarnen und Dachfenster bei Einfamilienhaus;3; ; ;24.01.2007; ;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99926430;AG;Umbau Einfamilienhaus;3; ; ;25.01.2007; ;0.2;0.2;1;1;0;0;0;14;;;;;;;;;
99926429;AG;Erweiterung und Umbau Einfamilienhaus                       ;2; ; ;24.01.2007; ;0.1;0.15;1;1;1;0;0;14;;;;;;;;;
99926428;AG;Aufbau Pultdach bei Schulhaus;4; ; ;22.01.2007; ;0.049;0.049;1;0;0;0;0;22;;;;;;;;;
99926427;AG;Anbau eines Geräteraumes;2; ; ;24.01.2007; ;0.03;0.03;1;0;0;0;0;41;;;;;;;;;
99926426;AG;Neubau von zwei Fertiggaragen;1; ; ;24.01.2007; ;0.06;0.06;2;0;0;0;0;139;;;;;;;;;
99926425;AG;Neubau Einfamilienhaus mit angebauten Garagen;1; ; ;24.01.2007; ;0.576;0.576;1;1;2;1;0;14;139;;;;;;;;
99910391;AG;Neubau von Mehrfamilienhäusern mit Autoabstellplätzen;1;Mrz 07;Nov 07;04.10.2006;17.01.2007;2;2;2;10;2;0;16;12;175;;;;;;;;
99908825;AG;Neubau Einfamilienhaus mit Carport                     ;1; ; ;27.09.2006;31.01.2007;0.5;0.5;1;1;2;1;0;14;174;;;;;;;;
99904365;AG;Neubau von 2 Mehrfamilienhäusern mit Einstellhalle;1; ; ;29.08.2006;09.01.2007;5.3;5.3;1;16;5;1;4;12;127;131;;;;;;;
99903237;AG;Umbau/Umnutzung Modemarkt in ALDI;3; ; ;25.08.2006;03.01.2007;0.67;0.67;1;0;1;0;0;61;;;;;;;;;
99905602;AG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;06.09.2006;18.01.2007;0.533;0.533;1;1;2;1;0;14;;;;;;;;;
99927995;AG;Sanierung und Umbau Einfamilienhaus;3; ; ;30.01.2007; ;0.15;0.15;1;1;0;0;0;14;;;;;;;;;
99928451;AG;Neubau Garage und Solaranlage;1; ; ;31.01.2007; ;0.064;0.064;1;0;0;0;0;139;;;;;;;;;
99928450;AG;Anbau Wintergarten;2; ; ;29.01.2007; ;0.032;0.032;1;0;0;0;0;171;;;;;;;;;
99928449;AG;Erweiterung Parkplatz;2; ; ;31.01.2007; ;0.032;0.032;0;0;0;0;8;175;;;;;;;;;
99925276;AG;Neubau Einfamilienhaus mit Carport;1; ; ;17.01.2007; ;0.48;0.48;1;1;2;1;0;14;174;;;;;;;;
99925275;AG;Neubau einer Doppelgarage;1; ; ;16.01.2007; ;0.06;0.06;1;0;0;0;0;139;;;;;;;;;
99918574;AG;Umbau Laden und Wohnungen;3;Dez 06;Feb 07;30.11.2006;04.01.2007;0.1;0.1;1;3;0;0;0;12;61;;;;;;;;
99908156;AG;Abbruch Einfamilienhaus;5; ; ;19.09.2006;17.01.2007;0.02;0.02;1;1;0;0;0;14;;;;;;;;;
99907979;AG;Neubau Mehrfamilienhaus mit Einstellhalle                       ;1; ; ;19.09.2006;17.01.2007;4.16;4.16;1;10;3;1;3;12;127;131;;;;;;;
99925996;AG;Erweiterung einer Stützmauer;2; ; ;16.01.2007; ;0.055;0.055;0;0;0;0;0;431;;;;;;;;;
99925995;AG;Einbau Dachflächenfenster bei Einfamilienhaus;3; ; ;16.01.2007; ;0.01;0.01;1;1;0;0;0;14;;;;;;;;;
99925994;AG;Sanierung Fassade bei Einfamilienhaus, Terrassen- und Gartenausgang     ;4; ; ;18.01.2007; ;0.025;0.025;1;1;0;0;0;14;;;;;;;;;
99918564;AG;Anbau Wintergarten;2; ; ;27.11.2006;18.01.2007;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99911273;AG;Neubau Erschliessungsstrasse mit Werkleitungen;1;Jan 07;Mai 07;10.10.2006;23.01.2007;0.4;0.4;0;0;0;0;0;211;311;321;323;;;;;;
99898731;AG;Neubau Einfamilienhaus;1; ; ;28.07.2006;04.01.2007;1.08;1.08;1;1;0;1;0;14;;;;;;;;;
99917274;AG;Umbau Einfamilienhaus, Anbau einer Veranda                       ;3;Jan 07; ;22.11.2006;10.01.2007;0.258;0.258;1;1;0;0;0;14;;;;;;;;;
99917270;AG;Umbau Eingang und WC/Dusche bei Einfamilienhaus                         ;3; ; ;23.11.2006;04.01.2007;0.055;0.055;1;1;0;0;0;14;;;;;;;;;
99925296;AG;Anbau Sitzplatz mit Pergola;2; ; ;16.01.2007; ;0.015;0.015;1;0;0;0;0;;;;;;;;;;
99925289;AG;Neubau eines Carports;1; ; ;16.01.2007; ;0.03;0.03;1;0;0;0;2;174;;;;;;;;;
99925288;AG;Erweiterung/Umbau Einfamilienhaus, Anbau Garage                         ;2; ; ;17.01.2007; ;0.15;0.15;1;1;1;0;0;14;139;;;;;;;;
99925286;AG;Abbruch 2 Bauernhäuser mit Schöpfen;5; ; ;17.01.2007; ;0.08;0.08;2;0;0;0;0;14;43;;;;;;;;
99925285;AG;Neubau Mehrfamilienhaus mit Einstellhalle;1; ; ;17.01.2007; ;3.014;3.014;1;11;4;1;4;12;127;131;;;;;;;
99925283;AG;Neubau Doppeleinfamilienhaus mit angebauten Garagen;1; ; ;17.01.2007; ;0.8;0.8;1;2;3;1;0;14;139;;;;;;;;
99925282;AG;Umbau und Erweiterung Einfamilienhaus                       ;2; ; ;16.01.2007; ;0.2;0.2;1;1;1;1;0;14;;;;;;;;;
99925278;AG;Verglasung eines Balkons;3; ; ;16.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99925277;AG;Abbruch Einfamilienhaus mit Schopf;5; ; ;17.01.2007; ;0.03;0.03;1;0;0;0;0;14;174;;;;;;;;
99918562;AG;Anbau Rückkühler;2; ; ;29.11.2006;04.01.2007;0.15;0.15;1;0;0;0;0;56;;;;;;;;;
99912813;AG;Erweiterung und Umbau Bauernhaus                       ;3; ; ;18.10.2006;30.01.2007;0.3;0.3;1;2;0;0;0;14;;;;;;;;;
99912791;AG;Neubau Einfamilienhaus mit integrierter Doppelgarage;1; ; ;19.10.2006;09.01.2007;0.522;0.522;1;1;2;1;2;14;;;;;;;;;
99914822;AG;Abbruch Bauernhaus;5; ; ;02.11.2006;03.01.2007;0.03;0.03;1;2;0;0;0;14;;;;;;;;;
99914821;AG;Umbau/Umnutzung Verkaufsraum in Wohnung;3; ; ;02.11.2006;03.01.2007;0.2;0.2;1;1;0;0;0;14;;;;;;;;;
99914820;AG;Neubau Einfamilienhaus mit angebauter Garage und Swimmingpool           ;1;Jan 07;Jul 07;01.11.2006;04.01.2007;0.72;0.72;1;1;2;0;0;14;139;173;;;;;;;
99914814;AG;Neubau von Reihen-, Doppel- und Einfamilienhäuser mit Einstellhalle     ;1; ; ;31.10.2006;31.01.2007;5.72;5.72;4;11;0;1;0;14;19;131;139;;;;;;
99915385;AG;Neubau Einfamilienhaus;1;Feb 07;Okt 07;30.11.2006;10.01.2007;0.46;0.46;1;1;0;1;0;14;;;;;;;;;
99927997;AG;Erweiterung und Umbau Einfamilienhaus;2; ; ;30.01.2007; ;0.25;0.25;1;1;1;0;0;14;;;;;;;;;
99927589;AG;Neubau von Doppeleinfamilienhäusern mit angebauten Fertiggaragen;1; ; ;30.01.2007; ;4.5;4.5;5;10;2;1;0;14;139;;;;;;;;
99927587;AG;Neubau von zwei gedeckten Velounterständen;1; ; ;31.01.2007; ;0.06;0.06;2;0;0;0;0;174;;;;;;;;;
99927586;AG;Verglasung eines Balkons;3; ; ;31.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99927583;AG;Neubau Gartenhaus mit Cheminée;1; ; ;31.01.2007; ;0.05;0.05;1;0;0;0;0;172;;;;;;;;;
99927582;AG;Anbau Verladehalle;2; ; ;30.01.2007; ;3.115;3.115;1;0;1;1;0;35;;;;;;;;;
99927558;AG;Umbau und Erweiterung eines Einfamilienhauses;2; ; ;30.01.2007; ;0.1;0.1;1;1;0;0;0;14;;;;;;;;;
99927337;AG;Neubau Einfamilienhaus mit angebauter Garage;1;Feb 07;Okt 07; ;23.01.2007;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99924171;AG;Neubau Holz- und Geräteunterstand und Unterstand;1; ; ;08.01.2007; ;0.05;0.05;1;0;0;0;0;41;174;;;;;;;;
99923656;AG;Ausbau Dachgeschoss bei Einfamilienhaus;3; ; ;04.01.2007; ;0.14;0.14;1;1;1;0;2;14;174;;;;;;;;
99923653;AG;Erweiterung und Umbau Einfamilienhaus mit Gartenteich;2; ; ;04.01.2007; ;0.135;0.135;1;1;1;0;0;14;;;;;;;;;
99923651;AG;Umbau/Umnutzung Produktionsgebäude in Wohnungen;3; ; ;04.01.2007; ;0.28;0.28;1;2;1;0;0;14;39;;;;;;;;
99922747;AG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;09.01.2007; ;0.61;0.61;1;1;1;1;0;14;;;;;;;;;
99922746;AG;Umbau und Erweiterung eines Einfamilienhaus, Anbau Doppelgarage         ;2; ; ;09.01.2007; ;0.41;0.41;1;1;1;0;0;14;139;;;;;;;;
99922744;AG;Neubau eines Wohn- und Geschäftshauses;1; ; ;04.01.2007; ;1.56;1.56;1;3;5;1;10;12;82;127;175;;;;;;
99920193;AG;Neubau Fertig-Einfamilienhaus mit Carport;1; ; ;06.12.2006;10.01.2007;0.5;0.5;1;1;0;0;0;14;174;;;;;;;;
99925259;AG;Anbau gedeckter Sitzplatz;2; ; ;15.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99925258;AG;Neubau von Mehrfamilienhäusern mit Einstellhalle;1; ; ;18.01.2007; ;1.9;1.9;2;6;3;1;5;12;127;131;;;;;;;
99924700;AG;Neubau Doppeleinfamilienhaus mit Carport;1; ; ;10.01.2007; ;1;1;1;2;2;1;0;14;174;;;;;;;;
99924685;AG;Neubau Einfamilienhaus mit integrierter Garage und Wintergarten;1; ; ;11.01.2007; ;0.9;0.9;1;1;2;1;0;14;171;;;;;;;;
99924684;AG;Neubau Schalt- und Trafostation;1; ; ;08.01.2007; ;0.07;0.07;0;0;0;0;0;651;;;;;;;;;
99924790;AG;Neubau Tiefgarage für 8 PW;1; ; ;11.01.2007; ;0.2;0.2;1;0;0;1;0;131;;;;;;;;;
99924054;AG;Erweiterung Laden und Atelier;2; ; ;10.01.2007; ;1.6;1.6;1;0;2;0;0;38;61;;;;;;;;
99924165;AG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;11.01.2007; ;0.415;0.415;1;1;2;1;0;14;139;;;;;;;;
99923618;AG;Abbruch/Rückbau von Galvanik und Pavillon Händy;5; ; ;03.01.2007; ;0.08;0.08;2;0;0;0;0;38;64;;;;;;;;
99923607;AG;Neubau Erschliessung Hard mit Werkleitungen                             ;1; ; ;04.01.2007; ;1.8;1.8;0;0;0;0;0;211;242;311;323;;;;;;
99923606;AG;Neubau Einfamilienhaus;1; ; ;04.01.2007; ;0.5;0.5;1;1;0;1;0;14;;;;;;;;;
99925308;AG;Neubau eines Allzweckunterstandes;1; ; ;16.01.2007; ;0.03;0.03;1;0;0;0;0;174;;;;;;;;;
99925307;AG;Abbruch 2-Zeilen-Mehrfamilienhäuser;5; ; ;16.01.2007; ;0.07;0.09;2;0;0;0;0;12;;;;;;;;;
99925306;AG;Neubau Wohn- und Gewerbegebäude mit Ladenlokal und Einstellhalle;1; ; ;16.01.2007; ;5.5;5.5;1;14;6;0;0;12;38;61;127;131;;;;;
99925948;AG;Neubau Einfamilienhaus mit Carport;1; ; ;16.01.2007; ;0.462;0.462;1;1;2;1;0;14;174;;;;;;;;
99924778;AG;Umbau/Umnutzung Gewerbegebäude mit Einbau Wohnungen, Büro und Praxis    ;3; ; ;10.01.2007; ;1.433;1.433;1;6;5;0;0;12;61;64;82;;;;;;
99924737;AG;Neubau Sauberwasserleitung;1; ; ;10.01.2007; ;0.02;0.02;0;0;0;0;0;323;;;;;;;;;
99924736;AG;Neubau eines Carports;1; ; ;08.01.2007; ;0.03;0.03;1;0;0;0;0;174;;;;;;;;;
99924735;AG;Umbau und Sanierung Einfamilienhaus, Anbau Garage                       ;3; ; ;10.01.2007; ;0.205;0.205;1;1;0;0;0;14;139;;;;;;;;
99924733;AG;Erweiterung Tankstellenshop;3; ; ;10.01.2007; ;0.25;0.25;1;0;1;0;0;61;;;;;;;;;
99916173;AG;Umbau und Sanierung Einfamilienhaus;3; ; ;14.11.2006;17.01.2007;0.21;0.21;1;1;0;0;0;14;;;;;;;;;
99916166;AG;Erweiterung Einfamilienhaus, Neubau Swimmingpool und Carport;2; ; ;15.11.2006;04.01.2007;0.5;0.5;1;1;1;0;0;14;173;174;;;;;;;
99919143;AG;Umbau Einfamilienhaus, Anbau Terrasse                       ;3;Jan 07; ;29.11.2006;10.01.2007;0.15;0.15;1;1;1;1;0;14;;;;;;;;;
99919140;AG;Anbau eines Wintergartens;2; ; ;27.11.2006;03.01.2007;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99919162;AG;Neubau Einfamilienhaus mit angebauter Doppelgarage;1;Feb 07;Okt 07;29.11.2006;10.01.2007;0.6;0.8;1;1;3;1;0;14;139;;;;;;;;
99919146;AG;Neubau Doppeleinfamilienhaus mit Carports;1; ; ;07.12.2006;04.01.2007;1.04;1.04;1;2;3;1;0;14;174;;;;;;;;
99916994;AG;Neubau Einfamilienhaus mit Garage;1; ; ;21.11.2006;25.01.2007;0.5;0.5;1;1;0;1;0;14;139;;;;;;;;
99916875;AG;Neubau Tiefgarage mit Lagerraum                       ;1;Mrz 07;Jun 07;15.11.2006;18.01.2007;0.4;0.4;1;0;0;1;0;131;;;;;;;;;
99921050;AG;Erweiterung und Umbau Einfamilienhaus;2; ; ;12.12.2006;17.01.2007;0.38;0.38;1;1;1;0;0;14;;;;;;;;;
99925298;AG;Anbau Vordach;2; ; ;15.01.2007; ;0.03;0.03;1;1;0;0;0;;;;;;;;;;
99918113;AG;Neubau Werkstatt, Autoausstellung und Autowaschanlage;1; ; ;23.11.2006;23.01.2007;2.6;2.6;1;0;0;0;0;59;323;;;;;;;;
99918112;AG;Neubau Einfamilienhaus           ;1;Apr 07;Okt 07;22.11.2006;04.01.2007;0.5;0.5;1;1;2;0;2;14;;;;;;;;;
99918355;AG;Wiederaufbau Einfamilienhaus mit angebauter Garage                      ;1; ; ;29.11.2006;31.01.2007;0.69;0.69;1;1;2;0;0;14;139;;;;;;;;
99918354;AG;Abbruch Einfamilienhaus bis Kellermauer;5; ; ;29.11.2006;25.01.2007;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99918353;AG;Sanierung und Umbau Mehrfamilienhaus, Anbau Balkone;3;Feb 07;Dez 07;29.11.2006;31.01.2007;0.85;0.85;1;3;0;0;0;12;;;;;;;;;
99918349;AG;Umbau/Umnutzung Produktionsraum in Wohnung;3;Feb 07;Mai 07;30.11.2006;24.01.2007;0.2;0.2;1;1;1;0;0;14;;;;;;;;;
99919136;AG;Neubau Einfamilienhaus mit freistehender Garage;1;Jan 07;Aug 07;28.11.2006;04.01.2007;0.751;0.751;1;1;2;1;0;14;139;;;;;;;;
99914932;AG;Erweiterung Laden und Parkplatz                              ;2;Apr 08; ;31.10.2006;11.01.2007;0.25;0.25;1;0;1;0;11;61;175;;;;;;;;
99914919;AG;Sanierung und Umbau Kindergarten, Anbau Aussengeräteraum                ;3;Feb 07;Jun 07;01.11.2006;04.01.2007;0.55;0.55;1;0;0;0;0;21;41;;;;;;;;
99910397;AG;Neubau Ballsporthalle mit Garderoben und Büros;1; ; ;04.10.2006;23.01.2007;8;8;1;0;3;1;70;64;121;122;175;;;;;;
99909108;AG;Neubau Einfamilienhaus mit angebauter Garage;1;Feb 07;Sep 07;29.09.2006;11.01.2007;0.45;0.45;1;1;2;1;0;14;139;;;;;;;;
99884271;AG;Sanierung Hinterbächlistrasse                     ;3;Mrz 07; ;29.11.2006;24.01.2007;2.52;2.52;0;0;0;0;0;211;311;323;;;;;;;
99902145;AG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;17.08.2006;31.01.2007;0.6;0.7;1;1;2;1;0;14;;;;;;;;;
99905630;AG;Anbau Wintergarten und Neubau Stützmauer;2; ; ;04.09.2006;16.01.2007;0.14;0.14;1;0;0;0;0;171;431;;;;;;;;
99847308;AG;Neubau einer Lärmschutzwand                    ;1; ; ;30.03.2006;30.01.2007;1.1;1.1;0;0;0;0;0;361;;;;;;;;;
99847216;AG;Neubau von Einfamilienhäusern, Projektänderung;1; ; ;17.01.2007; ;1.85;1.85;2;3;6;0;0;13;;;;;;;;;
99834402;AG;Neubau eines Terrassenhauses;1; ; ;26.07.2005;03.01.2007;2.5;2.5;1;5;0;1;0;13;;;;;;;;;
99866060;AG;Renovation der Zähnteschüür                     ;3;Feb 07;Okt 07; ;04.01.2007;1.25;1.25;1;0;0;0;0;163;;;;;;;;;
99860113;AG;Sanierung und Erweiterung Mehrzweckhalle                           ;2; ; ;08.08.2006;25.01.2007;7.053;7.053;1;0;1;0;0;121;122;;;;;;;;
99886753;AG;Abbruch Mehrfamilienhaus;5;Sep 07; ;23.05.2006;23.01.2007;0.05;0.05;1;0;0;0;0;12;;;;;;;;;
99886752;AG;Neubau 2 Mehrfamilienhäuser mit Einstellhalle;1;Sep 07;Mrz 09;23.05.2006;23.01.2007;5;5;2;12;4;1;3;12;127;131;;;;;;;
99927994;AG;Neubau einer Trafostation;1; ; ;29.01.2007; ;0.07;0.07;0;0;0;0;0;651;;;;;;;;;
99927990;AG;Sanierung Erschliessungsstrasse                               ;3; ; ;30.01.2007; ;0.9;0.9;0;0;0;0;0;211;311;;;;;;;;
99927566;AG;Anbau eines Wintergartens;2; ; ;31.01.2007; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99927565;AG;Neubau eines Geräteschopfes;1; ; ;31.01.2007; ;0.03;0.03;1;0;0;0;0;41;;;;;;;;;
99927564;AG;Neubau von 4 Einfamilienhäusern mit Doppelgaragen;1; ; ;30.01.2007; ;1.9;1.9;4;4;2;1;0;14;139;;;;;;;;
99927557;AG;Neubau einer Doppelgarage;1; ; ;31.01.2007; ;0.05;0.05;1;0;0;0;0;139;;;;;;;;;
99927555;AG;Umbau Einfamilienhaus                       ;3; ; ;30.01.2007; ;0.2;0.2;1;1;0;0;0;14;;;;;;;;;
99927217;AG;Zweite Wassereinspreisung                                 ;1; ; ;23.01.2007; ;0.15;0.15;0;0;0;0;0;323;;;;;;;;;
99927215;AG;Anbau Laborhalle B;2; ; ;24.01.2007; ;3;5;1;0;1;1;0;28;;;;;;;;;
99927305;AG;Neubau unterirdischer Entsorgungsplatz                                  ;1; ; ;23.01.2007; ;0.15;0.15;0;0;0;0;0;341;;;;;;;;;
99927292;AG;Neubau Gehweg mit Lärmschutzwand                           ;2; ; ;23.01.2007; ;0.05;0.05;0;0;0;0;0;211;361;;;;;;;;
99926451;AG;Verglasung eines Balkons;3; ; ;24.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99926450;AG;Ueberdachung eines Sitzplatzes;2; ; ;24.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99926449;AG;Neubau Stützmauer;1; ; ;24.01.2007; ;0.05;0.05;0;0;0;0;0;431;;;;;;;;;
99926447;AG;Neubau Garage;1; ; ;24.01.2007; ;0.03;0.03;1;0;0;0;0;139;;;;;;;;;
99926445;AG;Anbau Garage und Terrasse;2; ; ;23.01.2007; ;0.07;0.07;1;0;0;0;0;139;;;;;;;;;
99926443;AG;Anbau von 2 Balkonen;2; ; ;24.01.2007; ;0.06;0.06;2;0;0;0;0;;;;;;;;;;
99926440;AG;Umbau Rauchkammer in Büro und Nasszelle;3; ; ;23.01.2007; ;0.07;0.07;1;1;0;0;0;63;;;;;;;;;
99926438;AG;Einbau Wohnung im Oekonomieteil;3; ; ;23.01.2007; ;0.35;0.35;1;1;1;0;0;14;;;;;;;;;
99926591;AG;Umbau Sitzpatz zu Wohnraum;2; ; ;24.01.2007; ;0.03;0.04;1;1;1;0;0;14;;;;;;;;;
99926590;AG;Neubau Mehrfamilienhaus mit Einstellhalle;1; ; ;25.01.2007; ;8.2;8.2;1;27;0;0;0;12;127;131;;;;;;;
99926575;AG;Umbau/Erneuerung Hotelzimmer;3; ; ;23.01.2007; ;0.35;0.35;1;0;2;0;0;112;;;;;;;;;
99926617;AG;Erweiterung Pool;2; ; ;23.01.2007; ;0.07;0.07;0;0;0;0;0;173;;;;;;;;;
99926615;AG;Umbau Bauernhaus mit Ausbau Scheune;3; ; ;24.01.2007; ;0.5;0.5;1;2;2;0;0;14;;;;;;;;;
99926614;AG;Umbau Einfamilienhaus, Anbau Unterstand;3; ; ;23.01.2007; ;0.25;0.25;1;1;0;0;0;14;174;;;;;;;;
99926613;AG;Umbau und Sanierung Einfamilienhaus;3; ; ;23.01.2007; ;0.2;0.2;1;1;0;0;0;14;;;;;;;;;
99926065;AG;Verlängergung Erschliessung Grossmatt;2; ; ;17.01.2007; ;0.1;0.1;0;0;0;0;0;211;;;;;;;;;
99926063;AG;Ueberdachung Sitzplatz;2; ; ;16.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99925900;AG;Umnutzung Wohnung zu Zahnarztpraxis                       ;3; ; ;17.01.2007; ;0.25;0.25;1;0;1;0;0;82;;;;;;;;;
99925899;AG;Neubau Stützmauer und Terrainveränderung;1; ; ;16.01.2007; ;0.07;0.07;0;0;0;0;0;431;;;;;;;;;
99925897;AG;Ausbau Dachgeschoss bei Einfamilienhaus                       ;3; ; ;18.01.2007; ;0.07;0.07;1;1;1;0;0;14;;;;;;;;;
99925895;AG;Anbau Wintergarten;2; ; ;16.01.2007; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99925312;AG;Ueberdachung und Lärmschutzhülle bei Umschlagplatz;2; ; ;16.01.2007; ;0.25;0.25;1;0;1;0;0;38;;;;;;;;;
99925310;AG;Neubau Montagehalle mit Kleinbüro;1; ; ;16.01.2007; ;3.4;3.4;1;0;1;0;0;37;64;;;;;;;;
99921382;AG;Neubau Einfamilienhaus;1; ; ;21.12.2006;17.01.2007;0.75;0.75;1;1;2;1;0;14;;;;;;;;;
99922758;AG;Neubau einer Pergola;1; ; ;02.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99922757;AG;Neubau Reservoir                                   ;1; ; ;09.01.2007; ;0.8;0.8;1;0;0;0;0;52;323;;;;;;;;
99922756;AG;Abbruch eines Reservoirs;5; ; ;09.01.2007; ;0.05;0.05;1;0;0;0;0;52;;;;;;;;;
99920093;AG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;06.12.2006;09.01.2007;1.2;1.2;1;1;2;1;0;14;;;;;;;;;
99922750;AG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;04.01.2007; ;0.54;0.54;1;1;2;1;0;14;139;;;;;;;;
99920169;AG;Neubau von Einfamilienhäuser, Mehrfamilienhaus und Einstellhalle        ;1;Mai 07;Mai 09;06.12.2006;10.01.2007;6.5;6.5;9;12;3;1;2;12;14;127;131;174;;;;;
99922370;AG;Neubau Einfamilienhaus mit integrierter und angebauter Garage;1; ; ;19.12.2006;23.01.2007;0.55;0.55;1;1;1;1;0;14;139;;;;;;;;
